acc_delta,gyro_delta,vibration_intensity,impact_duration,airbag_deployed,wheel_speed_drop_pct,thermal_c,latitude,longitude,initial_speed,severity
4.69519748774843,4.767521164145885,0.33553087907960033,0.2150600230070118,1,15.39176813290406,110.06548481669196,11.578286148433023,-58.09319744062857,99.18084402720379,2
24.65988435163409,2.839331254132418,0.31801096716571986,0.21693160358502117,0,82.90033428375469,116.20350965094292,-2.0265881306761173,78.33750656771326,70.5005634761639,2
1.0253050617578352,6.749253474116747,0.06372088163309075,0.04756270412399691,1,28.333053473813475,30.867184244159862,35.88158836725883,108.9740811894348,48.77731018571914,2
8.294567714073704,1.197925373161243,0.789051792900579,0.07546641905933901,1,37.57437258914958,64.83379200296135,-69.80671153597353,-149.50996008163463,51.07330009287786,2
14.62628574280761,7.851494272910186,0.6987221919308116,0.1637515344228176,0,34.12576294703754,57.49177794055408,75.04710826622801,41.571362860521276,89.27605833686675,1
11.848368214659159,4.191941916788869,0.40995083836277557,0.10227611320904785,0,43.374653913262016,110.25509318076723,-27.143172349314902,136.88468538867244,0.30538571473182063,1
22.364727824259656,6.711813914304252,0.9195401956328678,0.12803379831398465,1,35.887345644376175,42.10668390292098,-58.11893566921875,47.25962934510187,111.5419119704377,2
1.485403849612314,7.465836730291424,0.3219497431293443,0.19805545125100923,0,72.58019001055021,41.72980380994844,46.0328260302968,-93.64345128408367,12.754766029437917,0
27.786488442724288,5.006676829167618,0.03524472646090582,0.09386560862363864,1,44.697186811303624,70.62028590628326,1.4821758895420913,-100.09954090101,42.14802273165257,2
14.75119944188337,2.7858906084319575,0.452614577198165,0.07456905124447073,0,87.51770456634327,107.03644689620938,2.8380587566848874,63.666763953666305,66.89920730117792,1
15.575153554114866,7.097064371446083,0.3940511205751799,0.010757001279204058,0,97.38845200045363,68.50082015917783,33.48345747383932,-163.45371732445028,81.41942493550143,1
28.92667268732875,1.585249142195732,0.2925658583860776,0.2629370405030599,0,37.97881892929041,102.41118730970045,-81.20126670892103,12.083632502941356,21.15616095849296,2
27.04600360246451,0.5731020192503712,0.1660278712909038,0.01082891303766382,1,92.56488344177542,73.00134246452704,21.751670710071465,97.9329912396737,36.730715106834474,2
1.8484497886356888,1.4930549423753066,0.05427204038209643,0.13143020471429623,1,72.43397328507497,84.40499251143265,-57.291764901338254,59.05636437210856,57.91913099076022,2
29.30859019454058,3.6799054258591166,0.7561638371867097,0.20962772827105383,1,42.883611524304314,59.27242984633438,15.325452272503185,-15.61822384688486,85.71802700367353,2
29.895841992951308,1.9395429423181703,0.7326886714935885,0.03338606303603031,0,13.19127994210545,94.27831356283039,1.7187140163552783,14.569651105257918,25.818721442903666,2
5.264805658253985,1.0891433188349033,0.0657477563923764,0.09166430087300619,1,35.04883494260531,79.91255298339908,38.34437932130564,-159.7454258493749,30.76836331934767,2
28.467048632984433,5.470447888364551,0.5651715033852782,0.26990679858445193,0,34.47927575205965,68.08145794198067,41.43461835725421,-174.40939678156155,109.56857550439324,2
18.16941996316972,7.75646219772285,0.6410298130056861,0.24487218808721062,1,72.73302359891848,98.23970391376828,-58.452849589718134,89.24774197938137,105.53572891944751,2
7.14270565282268,3.2892381080111748,0.025425590896234085,0.12864777379948045,1,34.47755696139158,119.44526271040426,-31.57253169388656,1.0915213058795246,56.15174426054003,2
22.574366242917833,2.453794160437387,0.5420003951847179,0.025434120330164775,0,49.9965958214217,89.9011093176911,-57.05917759400099,168.85957356604064,11.209465226294766,2
22.41917552743263,3.125330747684412,0.8266675892092051,0.27041521631891496,0,29.77621904229233,80.42646003337144,-88.7127279764861,34.37220373221362,97.89587072276046,2
27.65804679738692,7.8820470134178775,0.031138643093681306,0.013097044851507068,1,14.072257541487065,88.24444817633847,-51.86021075738964,118.05974455998489,79.94757850572216,2
28.444050682252566,6.02827541814213,0.07872319771136993,0.015727666894981753,1,80.6668211064903,78.8862030644134,64.12152218173259,-118.48795316490245,118.51872402717011,2
27.519309911752977,5.049669350588056,0.9972822843488717,0.14819497388772848,1,33.336079204174915,87.13588840943056,-68.26605363858799,-117.85821631324988,32.67894700006395,2
18.44834568057435,6.737935364496929,0.046804410136807806,0.07057741454403317,1,19.299378570458714,68.9239820000299,85.523664570904,-121.54494432473103,2.6007998906681085,2
25.763842731677165,5.018481446047986,0.7046053699011651,0.10232399210010283,1,65.19229204971863,58.90942891119801,-18.063753897372436,-76.39142925614249,24.32370232509429,2
4.1728748205345365,3.1526901801847287,0.8593605504526911,0.16929354121704565,1,54.761422840663535,41.26942785492713,51.717352492840405,50.7712903828245,95.10098051519017,2
18.63844885224733,4.578376278855664,0.8184008328328959,0.22536212514169188,1,32.061163882220676,56.62145523092741,-52.68635133707521,89.15016422371195,28.823547951298487,2
2.4188599502806327,1.7421192176188391,0.8191674949176825,0.08691917588338206,1,57.22300501795049,79.74919184007379,88.41682949836095,-130.86877702233207,72.80234280028607,2
21.96101303752292,3.811482224974724,0.28436948573697096,0.10455707594952891,0,99.44208480638056,35.49723703793509,-47.675039230673526,-59.98869343535853,33.49406591703992,2
12.487736920482986,1.5990116075842642,0.16941013206255628,0.20550918428603976,0,86.09393964386317,71.70776990974893,-89.87383348215619,-126.97852355842338,83.81731162536312,1
20.33785866044068,1.2144827541859036,0.5327520070158448,0.08833806642669778,0,27.130114836241205,29.107199422127213,-18.453123883208278,-96.51729818450589,118.02634100456659,2
21.922987550232108,5.009393517022085,0.6273794988587759,0.17723535024916542,0,21.14215962740874,43.097604488384135,13.304473669593236,-79.58674963553713,81.93616940245924,2
13.497161814361302,7.796037068517513,0.3736164348313753,0.07680930818784512,0,70.0902342565284,75.20627855120156,-75.41681533094588,-4.067927056228768,0.7015329938594572,1
23.18422869547627,5.400946868997627,0.30834032237648923,0.0976861131291098,0,3.9292586188505396,77.90173941721699,81.89504425999866,-160.68938536402203,51.99022816559839,2
